user_id_str,text,created_at
430738001,"@zerohedge Stock futures dip, as investors weigh earnings, FOMC and politics https://t.co/p99FEVCKrC Tension at the Russia-Ukraine border continued to impact market sentiment.",Thu Feb 17 08:45:53 +0000 2022
29376405,"@unusual_whales 

Will these go to zero due to Ukrainian conflict or do I still stand a chance ? https://t.co/g0hyRxUdjM",Thu Feb 17 08:45:53 +0000 2022
1335189932034433024,@jaywaytay RUSSIA SOUNDS GOOD TOO,Thu Feb 17 08:45:54 +0000 2022
20880664,@PaintingSurfer I am wondering what the Super Secret Squirrels are taking out of there Toy Box to give Russia a hiding with.,Thu Feb 17 08:45:54 +0000 2022
1484586418077073415,"the media then also said that russia rolled its troops back, calm your tits gravel",Thu Feb 17 08:45:55 +0000 2022
1167449866244460545,why did i think ayato was aph russia,Thu Feb 17 08:45:57 +0000 2022
2804329145,"@StarmanBoomer Gotta be honest, Russia played the West like a damn fiddle, again.",Thu Feb 17 08:45:57 +0000 2022
1350069576587857921,"ZEE, AAJ Tak, ABP teams have not reached yet.",Thu Feb 17 08:45:59 +0000 2022
1096499209002455047,"Ich hoffe inständig darauf, dass die Ampel und Olaf Scholz irgendwas gut machen.V.a. akut im Ukraine-Konflikt. Nachdem sie in der Pandemie-Politik+Klimaschutz gerade so viel gegen die Wand gefahren haben,bräuchte ich dringend zur Abwechslung gute Nachrichten.",Thu Feb 17 08:45:59 +0000 2022
3061847355,74% of #ransomware revenue goes to Russia-linked hackers https://t.co/7NMwn0J0an #cybercrime,Thu Feb 17 08:46:00 +0000 2022
1333659732351930368,"Highlight About Sudden movement in #GOLD

Russia’s claim that it’s moving troops away from Ukraine border is false: US
But according to the senior White House official, thousands more troops have arrived in the area in recent days, including some on Wednesday itself.",Thu Feb 17 08:46:00 +0000 2022
255057696,@vicderbyshire @BBCNews Well according to you Russia has retreated,Thu Feb 17 08:46:00 +0000 2022
19709133,Moskaus Behauptungen über einen Truppenabzug waren wohl weit von der Wahrheit entfernt. Im Gegenteil – nach US-Erkenntnissen hat Russland seine Truppenpräsenz an der Grenze zur Ukraine sogar aufgestockt. https://t.co/C94zdtgLqx https://t.co/8pATA8AWim,Thu Feb 17 08:46:00 +0000 2022
430738001,"@ChinaInternet Stock futures dip, as investors weigh earnings, FOMC and politics https://t.co/p99FEVCKrC Tension at the Russia-Ukraine border continued to impact market sentiment.",Thu Feb 17 08:46:01 +0000 2022
1386699377180356614,"08:46 (1) i've got CNN on the radio. . .and they've just come=out 'WITH' INFORMATION about wots going=on the ""peripheries"" o've Ukraine. . . .and I had 2 laugh 'BUT' IT was more like a giggle. . .they went on 2 say that 'THE' RUSSIAN forces ""were""",Thu Feb 17 08:46:02 +0000 2022
1296934730789720069,💥#Breaking Hearing explosions💣💥 from center Donetsk near the Ukraine War frontline. #BreakingNews Update from #Donetsk. #Russia #UkraineCrisis #UkraineWar WTF 😳 https://t.co/oa4i5zxwF9,Thu Feb 17 08:46:02 +0000 2022
1474133608285749255,"US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback https://t.co/zDwoLUgDFL #SmartNews",Thu Feb 17 08:46:03 +0000 2022
740608846520025088,@globaltimesnews india The media is also against Russia and in support of Ukraine https://t.co/TenDJCFtDM,Thu Feb 17 08:46:03 +0000 2022
2777775506,"Russia could invade Ukraine under a fabricated pretext, according to the White House. https://t.co/1um4iogBeo",Thu Feb 17 08:46:04 +0000 2022
3371371841,"@GermanAmbUSA Sure, it can apply, but you've already guaranteed Russia you won't permit it to join, haven't you.",Thu Feb 17 08:46:05 +0000 2022
412235572,You know you’ve got serious trust in government issues when you’re wondering if the Russia/Ukraine seriousness is really a favour from Putin to his stooge Johnson just to get the illegal parties he attended off the news 😱 think I need a little break 😂 #ToriesOut,Thu Feb 17 08:46:05 +0000 2022
1325350021257179137,@RealPepeEscobar Shelled by Russia I heard.,Thu Feb 17 08:46:05 +0000 2022
184409207,"btw, listening to the US and Russian spokespeople,  if you're looking for horseshit markers, the word 'sovereignty' in a complex world, is a clear one. Just as clear as the word 'referendum'.
We in the UK should know that by now, surely?
#Ukraine #r4today",Thu Feb 17 08:46:06 +0000 2022
1343497549844533248,"Israel has thousands of soldiers engaged in a brutal occupation and has developed illegal nuclear weapons, yet centrists don't bat an eye lid. Meanwhile outraged condemnation ensues because Russia might occupy another country, and Iran might develop illegal nuclear weapons.🤔",Thu Feb 17 08:46:06 +0000 2022
1456405633599737859,"School Governor and director of overall improvement plan ? 
Is this a conflict of interest or this all how should be ?
When dealing with Complaints procedure for example ?",Thu Feb 17 08:46:07 +0000 2022
588319110,"Nothing to see here;

Obvious FALSE FLAG",Thu Feb 17 08:46:07 +0000 2022
1447637768675397635,@jackbyrne91 @SputnikInt You just believe everything our govt days don't you? What about Ukraine and Russia both saying there was no incoming invasion?,Thu Feb 17 08:46:08 +0000 2022
430738001,"@garyblack00 Stock futures dip, as investors weigh earnings, FOMC and politics https://t.co/p99FEVCKrC Tension at the Russia-Ukraine border continued to impact market sentiment.",Thu Feb 17 08:46:09 +0000 2022
2940993628,Adding this to the collection: https://t.co/GOathqjHd6,Thu Feb 17 08:46:09 +0000 2022
93715370,Everyone needs to calm the fuck down and take a look at this ‘pale blue dot’ photo. #ukraine https://t.co/sy4Qe3sDiA,Thu Feb 17 08:46:10 +0000 2022
940328476678262785,"Nein. Deutschland muss das nicht. Oder haben die ehemaligen Sowietstaaten Deutschland unterstützt nachdem sie tausende Frauen vergewaltigt und Kinder ermordeten? Tausende Kriegsgefangene starben und tausende kamen erst nach 10 Jahren Qualen frei. 
https://t.co/ZKU4dbvfQp",Thu Feb 17 08:46:11 +0000 2022
257888471,And here we go! https://t.co/oArafXQO7m,Thu Feb 17 08:46:11 +0000 2022
537679581,".@IIHFHockey President Luc Tardif to @rsportru (@galkevich32): The 2022 World Juniors will take place in August 2022 (after Hlinka-Gretzky Cup) in Alberta, Canada. One team will be relegated, so just 10 teams will play at 2023 @iihf_wjc in Russia. #WJC #WorldJuniors",Thu Feb 17 08:46:13 +0000 2022
1364318084060880902,"@fneuhann Media's role &amp; freedom in democracies are essential and respected. In authoritarian countries, such as Russia, media are gagged, state engages in propaganda and disinformation. Which is why equating info credibility of NATO with RUS seems surprising. Other comments - not mine.",Thu Feb 17 08:46:14 +0000 2022
2315316162,Sputnik now claiming Ukraine has used heavy artillery against civilians,Thu Feb 17 08:46:14 +0000 2022
1342257605238870017,"They got ""punished"" 
Similar to Russia getting ""punished"" by the IOC for giving athletes PEDs. 
When those in charge don't do anything about rule breakers it leads to more broken rules.",Thu Feb 17 08:46:15 +0000 2022
897298082,EU leaders will be discussing Russia in Brussels today - taking advantage of their presence here for planned Africa Summit,Thu Feb 17 08:46:15 +0000 2022
17022314,"In charge of @GleedsGlobal’s Ukraine office for the past five months, Colin Ross is speaking to @BuildingNews' @forzadaverogers from the apartment in central Kyiv that he shares with Ira, his Ukrainian wife of 22 years. https://t.co/LDHSvOtHlt",Thu Feb 17 08:46:16 +0000 2022
2927197410,Worrying for Ukraine they started it,Thu Feb 17 08:46:17 +0000 2022
1455821491543683072,@PLnewstoday What do Putin and Trump have in common - they both want to reduce the cost of energy to lower inflation - bureaucrats in both Europe and USA blocking this Canadian pipe + European pipe ready since November or should we shout Russia Russia like MSM same Tesla,Thu Feb 17 08:46:18 +0000 2022
816636563547361280,"#NATO currently recognizes five #combat areas: #land, #sea, #air, #space and #cyber.  there is #cognitive domain (fought the #minds of the people) Why not mention it??you should know why??? it was evident yesterday in the days of #Corona, and today in #Ukraine https://t.co/O8oVImHwI1",Thu Feb 17 08:46:19 +0000 2022
123806196,@Reuters The russian back rebels which is a planted russian conscripts are the ones who will cause conflicts between ukraine n russia they are the instigator of making russia invade ukraine by false attack by ukraine,Thu Feb 17 08:46:20 +0000 2022
1363115940024643591,"Oh I know is it because the US and Europe provided the equipment which made the bombing possible and sanctions would jeopardise that revenue stream so they now have a conflict of interest? I dunno just a thought, could just be pure hypocrisy.",Thu Feb 17 08:46:20 +0000 2022
1399907796930416643,"#ctdinl #ukraine #usa #nato #russia
Russia's military build-up near Ukraine is growing, not shrinking, warns West. https://t.co/V9Tv8fdO4K",Thu Feb 17 08:46:20 +0000 2022
1481658927959867396,"A reminder that a Russian war against Ukraine is not ""imminent"" but in fact ongoing. #CrimeaisUkraine #donbass is too",Thu Feb 17 08:46:20 +0000 2022
791168536110469120,"These facts should be taken in serious consideration when dealing with many types of relationship.

#relationship #RelationshipAdvice #conflict https://t.co/jJWrWoplIq",Thu Feb 17 08:46:20 +0000 2022
1396220927570944000,@mfa_russia Have no worries the CREATOR loves Russia. Russia will prevail! Its west dramatic attempt to stump on beautiful Russia....They are out of luck!,Thu Feb 17 08:46:21 +0000 2022
925324318246162432,@MUFC_JACKM @EssexPR Russian troops have been on the border  for years. There is a lot of info coming out that it is not Russia that is the aggressor here. But as usual everyone listens to a story from our controlled media.,Thu Feb 17 08:46:21 +0000 2022
1430427469262192640,"Russia Shelling Nifty50- Stock Market India
17,321.30 −0.90 (0.0052%)⇣
#NIFTYFUTURE #sharemarket #RussiaUkraineCrisis https://t.co/S27ChgbVBN",Thu Feb 17 08:46:21 +0000 2022
1253508899618975744,"@lauraapollo @jonallendc In other words for those too stupid to know better (ie Democrats), he’s helped destroy the US economy, aided Russia and Iran (and China), and all for his usual 10% cut of the graft. Except it isn’t Biden, he’s senile, it’s his foolish handlers who are stuffing it up big time.",Thu Feb 17 08:46:22 +0000 2022
2238020246,Ukraine: 'Vidbir' winner Alina Pash will not go to Eurovision - https://t.co/hKfqxzfNoK https://t.co/iMckDb1Jc8,Thu Feb 17 08:46:22 +0000 2022
1422617248259264513,@jacktomo02 😄😄😄. What next ? Russia - Ukraine conflict 🤔,Thu Feb 17 08:46:24 +0000 2022
1237338883597185025,"US says Russia has added 7,000 troops near Ukraine as Truss warns over conflict https://t.co/pFUngskqJ7 via @yahooNewsUK",Thu Feb 17 08:46:24 +0000 2022
600114618,US: Russia adds troops near Ukraine despite drawdown claims (from @AP) https://t.co/Kbf3IWGtCs,Thu Feb 17 08:46:24 +0000 2022
4732909837,@BBCWorld How many landmines are set in Ukraine?,Thu Feb 17 08:46:24 +0000 2022
272532269,NATO Secretary General: Russia maintains massive invasion force on Ukrainian border ready to attack https://t.co/18g7XtuKmQ,Thu Feb 17 08:46:25 +0000 2022
276239681,"@AC10RRA @jon_trickett Anyone who becomes involved in Politics has to resign from their previous profession/role. Whether it's not renewing their license and or placing their license on hold etc. Otherwise, there would be serious allegations of conflict of interests.",Thu Feb 17 08:46:25 +0000 2022
1218849219450064896,@AschbacherJosef Ukraine should be offered a membership in ESA.,Thu Feb 17 08:46:25 +0000 2022
29010710,"Part of the game to coerce Ukraine into implementing Minsk, I believe.",Thu Feb 17 08:46:26 +0000 2022
63113026,"GCHQ steps in to boost Ukraine cyber defences
https://t.co/P7zSUWnP5O",Thu Feb 17 08:46:26 +0000 2022
225012752,"Ukrainian Military | #Russian occupying forces fired on village in Luhansk region (From Agencies) 

#Luhansk #Ukraine #UkrainianMilitary https://t.co/2wyrdj6ux2",Thu Feb 17 08:46:26 +0000 2022
944675965413847040,https://t.co/N3q7Md02qm The BBC now reports an unnamed Government source has confirmed the Investor scheme will be abandoned in an announcement to be made next week #ThursdayThoughts #ThursdayMorning #Thursday #ThursdayThought #homeoffice,Thu Feb 17 08:46:26 +0000 2022
802465542,"... we have troops on the border, quite obviuosly a lie, there is no consisntiency in what you are saying (ps look over there, genocide (which we instigated)) .. more war propoganda, the west truly hates Russia.",Thu Feb 17 08:46:27 +0000 2022
1259357602179235841,"“#Russian President, Vladimir #Putin could drag out the #Ukraine crisis for months in an attempt to challenge #Western unity, #British Foreign Secretary, Liz Truss said.”  https://t.co/FShjHTtm3T",Thu Feb 17 08:46:27 +0000 2022
231740088,Putin's Ukraine strategy. https://t.co/Jkde4I8yys,Thu Feb 17 08:46:28 +0000 2022
720503382411231233,@jeslllll @spectatorindex Cause they till have an empire and a colonial mindset. They bully weaker and smaller nations and the tell China and Russia not to interfere in the middle East and Africa. France was the leading player to get rid of Gaddafi in Libya for trying to make Africa prosper through gold.,Thu Feb 17 08:46:28 +0000 2022
1239622891,"#GMB #bbcbreakfast #bbcnews #skynews #r4today Heappey couldn't believe his luck on GMB.
Every question about Ukraine. Nothing about Royal and government corruption, the cost of living crisis, inflation or Covid. 
Piss poor from these two. https://t.co/Z1b26oyUku",Thu Feb 17 08:46:29 +0000 2022
1199031107166957570,@AudacityofOwls @her_royalTEE This is how I knew the concept of matchmaking was a joke on this show and they just match people for pure conflict. That is the FIRST thing to consider &amp; its non-negotiable,Thu Feb 17 08:46:30 +0000 2022
3008083310,Russia is likely to maintain 'significant military pressure' in Ukraine: International Crisis Group https://t.co/Ezy5I9a41N,Thu Feb 17 08:46:31 +0000 2022
1480831406947414017,"@ZiDeanWalker @RT_com Russian troops are in Crimea, Belarus and Donbas. None of these are russian territories.
NATO is moving weapons to deter Russia. It worked pretty well so far.",Thu Feb 17 08:46:31 +0000 2022
891344095192518658,Only through conflict do we join me in glory!,Thu Feb 17 08:46:31 +0000 2022
1403047677957451779,Uh oh,Thu Feb 17 08:46:31 +0000 2022
50241702,"@KremlinRussia_E Xi’s bitch Putin will not stop in Ukraine. I advise every neighbouring country be armed and alarmed. Welcome to Finland KGB’s fuckers, we got more bullets than you can ask for! https://t.co/piYzteuRiF",Thu Feb 17 08:46:32 +0000 2022
815667453736943616,Loses a lot of leverage once winter ends in Europe.,Thu Feb 17 08:46:33 +0000 2022
1213284411187195904,@Kaijugoddess If only people weren’t so power hunger to start dumb conflict that take lives,Thu Feb 17 08:46:34 +0000 2022
2437377877,"Crude Oil Price Volatility Eyed with Russia, OPEC and Iran in Focus | #Forex",Thu Feb 17 08:46:34 +0000 2022
1237001331581358080,"@CheezeLion @FirstSquawk These are separist forces, not official Russian military, but backed by Russia, they have been fighting in these arease since 2014 https://t.co/3pwJcMcYjm",Thu Feb 17 08:46:35 +0000 2022
21489341,"Since the dissolution of the Soviet Union in 1991, the US has engaged in near continuous interventions abroad, including in Yugoslavia, Serbia, Somalia, Afghanistan, Iraq, Libya, Syria, Ukraine and more.",Thu Feb 17 08:46:35 +0000 2022
1394103721320230913,"@Euan_MacDonald @pmakela1 Ukraine opened the fire , shelling the civilians",Thu Feb 17 08:46:35 +0000 2022
1165523270235385856,"war isn't just capture the flag computer game.

 how is russia going to secure the whole frigging ukraine

no invasion is happening.",Thu Feb 17 08:46:36 +0000 2022
1488341795742359553,"PUTIN!!
BEHAVE LIKE A GOOD MAN.

BE A GOOD PRESIDENT FOR RUSSIA AND INTRODUCES SOME LIBERAL POLICIES THAT WILL EVOLVE AND SOLVE YOUR COUNTRY'S ECONOMIC PROBLEMS.

LEAVE UKRAINE,OTAN ALONE.
NOBODY WANTS TO KNOW ABOUT RUSSIA,ONLY WORLD PEACE AND HUMAN RIGHTS
🙏🌍❤🙏
#PUTIN https://t.co/1nCJq0tdeY",Thu Feb 17 08:46:37 +0000 2022
1262062748185366529,"Bear market, $SPX looks rekt, and Russia is going to engage in some recreational irredentism in a few days' time.

This was your exit pump, only a few seats remaining before the gold train leaves the station.",Thu Feb 17 08:46:37 +0000 2022
3300893728,"@Alloy2003 @caitoz @nntaleb He called for Russian people to be able protect themselves and going to prison for self-defense. There is also a problem of ethnic crime. But you don’t care, since you are neo-Bolshevik scum, who hate Europe and the West, including Russia.",Thu Feb 17 08:46:38 +0000 2022
267732394,"@AwkwardPuff66 @TheSims Yeah, I mean, I get that delays happen and I'm pretty sure the developers had an unrealistic timeline put on them. And I would also be fine with waiting if it actually was about Russia. But simply ignoring that the pack didn't work for the people who were testing it? Not cool.",Thu Feb 17 08:46:38 +0000 2022
1663314774,"[NEWS] Nearly half of emails destined for inboxes in 2021 were classed as #spam, with Russia the biggest culprit, according to @kaspersky &gt;&gt; Read More &gt;&gt; https://t.co/XsmIqQVQ6r #cybersecurity #emailsecurity",Thu Feb 17 08:46:38 +0000 2022
276857337,"There it is 

#FalseFlag",Thu Feb 17 08:46:39 +0000 2022
